driverId,constructorId,circuitId,statusId,grid,driver_experience,constructor_experience,driver_age,year,positionOrder,driver_avg_position,constructor_avg_position
117,1,37,23,4,116,848,30,1985,17,5.8,7.8
815,10,7,11,11,101,313,26,2016,10,9.2,8.8
26,5,4,27,22,3,77,24,2007,18,19.0,18.0
199,34,34,1,8,128,530,31,1973,3,11.4,11.4
4,4,18,1,10,109,218,21,2003,3,4.6,6.0
199,6,18,1,2,63,1080,34,1977,1,3.4,5.6
356,183,13,11,10,55,30,39,1965,4,9.8,10.2
57,1,21,20,1,36,353,30,1999,18,8.4,11.0
418,26,32,22,14,9,145,31,1963,16,18.6,16.0
23,3,8,1,1,106,298,26,2001,2,10.8,8.8
815,10,71,1,12,72,255,24,2014,10,10.2,9.2
173,32,10,64,13,61,403,24,1982,16,12.4,12.4
826,213,70,11,13,96,2,26,2020,10,10.8,9.5
830,9,18,1,17,205,781,27,2024,1,4.4,8.8
154,210,10,11,20,94,22,30,2016,13,13.6,14.8
822,51,7,1,14,208,421,33,2023,10,14.4,13.6
239,1,30,12,20,2,1056,32,1978,11,16.5,18.0
347,95,58,1,3,76,58,31,1961,5,10.0,13.4
197,202,20,27,12,114,20,29,1975,15,16.8,15.0
813,208,70,11,13,65,93,29,2014,12,16.8,15.6
839,214,21,1,9,69,5,24,2021,9,7.6,10.0
845,3,9,1,18,9,1398,22,2018,14,15.0,14.2
238,32,34,1,17,55,646,31,1975,10,11.4,16.4
821,15,3,4,15,21,594,22,2014,19,13.6,16.0
849,3,3,31,17,18,1500,25,2021,18,17.4,16.4
453,170,14,1,16,10,152,24,1961,4,17.6,22.8
50,22,27,1,10,105,256,22,1994,5,10.4,10.6
55,6,4,11,6,118,520,29,1994,4,9.0,11.2
9,2,6,1,5,22,45,23,2008,2,4.4,7.2
63,15,9,11,18,20,180,33,2000,8,12.0,13.8
67,5,2,1,13,19,144,21,2010,11,14.2,14.4
190,45,7,5,25,10,169,22,1983,20,21.2,25.4
22,17,9,1,6,263,386,22,1994,4,17.0,15.2
847,131,22,1,8,97,591,25,2023,7,10.0,7.0
577,105,25,54,7,22,252,29,1954,17,9.4,11.4
320,1,9,5,14,17,1335,31,1971,15,14.0,17.6
817,9,18,1,6,107,446,27,2016,8,3.0,6.4
807,4,18,11,7,135,665,30,2017,10,17.2,14.8
320,66,45,5,21,4,118,32,1972,15,22.75,18.4
27,13,9,11,18,16,14,27,2006,15,15.2,14.6
10,7,1,3,18,15,34,26,2008,10,11.4,8.8
848,3,24,11,18,104,1674,28,2024,11,17.4,16.8
175,57,48,1,16,120,107,28,1977,5,15.6,15.4
24,5,21,11,16,25,110,25,2006,14,11.4,13.0
103,27,27,11,21,12,91,30,1994,10,8.6,10.2
138,25,22,1,14,30,286,37,1990,6,20.6,21.0
35,16,18,5,15,51,106,30,2002,10,11.2,12.8
224,56,43,1,7,48,108,30,1977,5,9.0,8.4
20,9,2,1,5,82,257,24,2012,11,6.0,2.6
1,131,18,1,1,227,392,33,2018,1,2.0,3.8
830,5,11,1,9,9,350,17,2015,4,13.6,13.2
129,25,9,12,20,8,210,33,1992,11,14.4,12.0
825,210,15,1,6,156,317,30,2023,10,17.0,15.2
696,87,25,17,16,0,68,23,1953,8,10.0,25.8
103,26,6,12,13,17,33,26,1991,9,18.0,19.2
208,1,70,3,26,11,1136,31,1977,17,24.4,15.8
175,26,27,62,14,12,82,37,1986,15,11.0,10.2
57,1,22,1,2,65,411,30,1998,1,5.6,5.8
172,27,16,60,5,146,593,33,1977,5,12.6,12.6
852,213,70,11,16,52,138,23,2023,19,12.4,14.0
81,29,8,4,22,24,78,26,1994,20,18.0,17.2
815,9,7,3,16,267,756,34,2024,18,7.0,7.0
358,170,13,13,14,53,9,23,1965,11,10.6,15.2
840,117,69,1,0,139,134,24,2023,7,15.2,11.8
16,10,18,11,15,108,222,30,2013,13,15.0,12.4
103,27,21,13,17,2,71,29,1994,12,13.5,11.6
123,27,14,37,8,22,155,35,1992,14,14.8,22.2
167,18,21,13,22,1,565,27,1988,16,24.0,16.2
307,80,70,62,21,14,48,31,1973,12,12.0,12.4
37,15,17,39,17,75,441,39,2010,20,16.2,20.6
64,15,7,1,19,7,189,30,2000,10,12.8,13.0
55,6,10,1,5,155,594,28,1992,5,13.4,15.8
30,6,17,20,6,36,177,36,2005,20,11.2,8.0
403,170,32,5,15,9,48,37,1964,9,12.4,13.2
154,208,24,11,18,63,114,28,2014,13,14.6,13.4
32,19,19,4,13,38,17,21,2004,17,14.2,10.6
70,3,1,20,15,0,349,32,1999,17,10.0,11.8
341,170,39,1,9,101,116,27,1961,7,12.4,10.8
87,1,22,11,23,13,509,29,1995,7,10.0,10.4
666,125,9,86,10,1,35,34,1953,12,19.0,19.8
63,16,6,23,12,35,211,32,1999,15,10.4,15.6
154,210,24,11,15,165,164,33,2019,15,15.6,14.4
304,187,51,1,7,55,12,34,1970,4,8.6,14.4
8,1,14,1,4,120,240,23,2003,4,9.6,6.6
22,24,70,23,5,199,50,26,1998,18,10.4,11.0
4,1,71,11,14,256,1549,34,2016,6,17.0,13.8
3,131,17,1,4,150,203,28,2014,2,3.8,1.4
31,3,21,8,7,81,287,25,2001,14,11.6,10.8
102,1,33,1,1,35,609,30,1991,1,11.2,13.8
1,131,17,1,18,336,612,39,2024,9,10.4,11.4
123,22,6,12,16,76,428,30,1988,8,6.4,8.0
175,4,70,5,8,24,338,36,1985,10,15.4,20.4
844,6,13,1,13,48,2238,22,2020,14,11.4,11.2
112,33,21,13,21,64,198,32,1987,10,14.6,15.0
23,7,21,1,6,20,111,30,2006,9,11.2,12.2
199,34,30,1,2,94,434,32,1975,2,13.4,6.8
123,22,34,5,5,95,466,29,1987,18,14.0,15.6
223,6,45,13,5,54,1118,36,1976,11,13.0,4.8
105,25,39,11,14,195,519,25,1982,7,12.4,11.8
346,167,9,5,18,52,24,31,1967,19,8.8,6.4
50,21,70,11,16,21,34,29,2001,6,13.4,16.6
364,190,20,1,10,7,3,37,1968,9,12.4,13.333333333333334
836,209,17,11,21,2,40,21,2016,18,14.5,16.8
154,208,4,1,3,11,9,26,2012,4,14.4,5.6
333,63,30,12,20,0,160,31,1973,8,10.0,16.0
18,11,17,11,18,33,32,28,2008,16,13.2,14.4
341,63,30,6,6,1,227,37,1971,15,18.0,17.6
56,19,10,23,16,11,91,36,2002,12,15.0,14.0
373,172,20,5,2,34,48,28,1964,15,4.2,7.4
48,18,4,12,20,7,180,26,2000,14,12.2,14.6
786,51,55,1,3,6,236,52,1950,2,5.8,3.0
351,182,39,80,14,7,28,28,1969,11,21.2,8.6
835,4,11,11,17,10,608,25,2016,12,17.6,15.2
1,1,18,4,1,109,1427,27,2012,20,8.2,7.2
17,19,8,1,12,98,18,27,2004,9,12.0,12.6
55,22,8,1,8,73,147,33,1997,5,6.2,8.6
306,196,46,5,7,70,18,32,1969,11,4.8,5.4
822,3,69,11,8,74,1332,27,2016,16,9.8,8.8
119,3,8,1,2,23,590,38,1992,2,9.2,9.2
15,205,11,13,20,230,23,36,2010,15,21.0,18.0
49,21,8,81,0,26,20,35,2002,20,12.2,15.8
845,3,69,11,14,17,1414,23,2018,13,15.0,16.0
181,54,41,83,20,51,58,30,1982,18,18.6,22.8
538,113,19,1,16,4,86,28,1955,7,23.5,15.8
175,1,46,1,18,111,1099,29,1978,6,10.2,13.6
845,3,7,12,18,6,1392,22,2018,17,16.0,15.6
30,6,1,1,1,88,281,32,2001,1,1.6,1.8
17,9,13,1,12,189,276,36,2012,6,5.6,5.6
13,3,24,1,4,211,1257,33,2014,2,6.0,5.0
20,9,22,1,1,95,283,25,2012,1,6.8,12.6
404,32,59,17,7,47,826,30,1960,6,7.0,8.8
31,1,5,1,4,21,167,29,2005,3,10.2,8.2
2,2,10,23,15,63,126,29,2006,17,9.2,12.8
182,66,18,12,13,148,65,23,1973,8,17.4,14.6
23,3,4,1,6,57,186,28,2004,6,8.0,6.4
577,6,25,8,6,5,1572,32,1957,13,8.8,8.6
14,9,4,1,9,21,76,36,2007,5,17.4,15.6
57,1,21,1,8,117,516,25,1994,3,15.2,15.0
328,66,9,7,12,76,299,28,1967,17,9.4,9.6
21,4,9,1,5,59,119,33,2006,4,5.6,2.4
828,15,4,12,16,60,715,26,2017,11,15.6,15.2
16,10,22,1,11,85,136,28,2011,11,10.8,10.4
110,27,6,11,8,142,358,25,1985,4,16.2,15.6
119,51,37,10,14,133,10,31,1985,18,18.2,13.8
1,131,39,1,13,322,584,38,2023,6,4.4,5.0
94,35,7,11,15,39,12,31,1992,8,15.0,13.0
137,3,26,1,1,76,798,35,1987,4,1.6,6.4
374,66,30,69,14,0,254,31,1968,20,10.0,11.8
31,3,7,5,1,68,261,26,2002,16,6.2,6.8
10,206,35,11,20,90,30,30,2012,18,16.2,16.0
832,6,18,1,7,182,2385,29,2023,6,6.8,7.0
166,39,7,22,10,4,95,32,1988,16,15.75,20.0
117,1,7,1,2,67,751,33,1988,2,6.0,3.2
158,21,13,36,24,10,243,31,1989,17,14.4,7.8
49,15,1,1,4,0,75,35,2003,6,10.0,9.8
289,66,13,5,6,158,487,31,1960,7,10.8,8.4
84,22,29,1,8,74,327,33,1992,3,3.6,7.8
773,154,14,5,20,2,38,45,1951,14,8.5,12.0
815,9,7,1,12,244,710,33,2023,6,5.6,4.6
822,131,24,1,20,139,437,30,2019,4,5.4,6.2
22,6,22,1,4,172,344,28,2000,4,8.4,4.6
427,66,20,84,14,3,397,46,1964,5,15.666666666666666,11.6
306,196,30,13,18,72,24,30,1968,6,5.8,7.4
22,3,6,11,11,312,1115,39,2011,9,16.6,16.4
222,6,38,13,23,7,1002,30,1980,10,12.0,11.6
172,27,25,5,8,114,561,34,1978,16,13.4,19.8
813,208,1,3,9,77,117,30,2015,15,14.8,15.0
224,56,45,15,19,49,109,30,1977,14,9.0,8.6
22,6,14,1,2,154,308,29,2001,2,3.0,4.8
138,25,7,12,12,4,234,38,1991,10,17.0,14.4
189,45,10,101,23,2,143,30,1984,17,21.5,15.8
75,20,20,5,17,30,160,26,1997,17,12.6,11.8
844,6,14,1,3,116,2374,25,2023,4,8.0,9.8
131,25,33,1,11,16,225,27,1991,4,13.8,19.0
79,33,30,14,18,81,64,28,1992,12,18.6,13.8
222,25,34,1,2,86,754,25,1975,9,10.2,10.0
4,1,34,36,16,300,1639,36,2018,16,12.0,16.6
427,172,13,12,16,10,118,44,1962,8,13.2,9.2
232,6,18,11,17,74,1201,29,1973,4,14.8,8.8
110,17,29,1,12,58,499,32,1991,8,14.4,16.4
50,21,20,20,13,38,69,28,2000,17,15.8,17.6
94,18,6,12,18,4,345,34,1995,7,16.5,14.8
404,176,51,6,17,3,34,35,1965,13,11.0,13.2
14,1,9,1,6,82,199,33,2004,7,10.8,5.6
741,154,14,15,16,11,77,53,1950,5,9.6,9.6
87,1,10,5,8,6,495,29,1995,16,11.2,10.4
18,1,17,11,12,252,1473,34,2014,11,8.0,10.4
57,1,1,37,1,34,349,30,1999,16,5.6,5.8
289,66,20,1,3,114,359,36,1965,2,3.4,5.0
840,3,4,12,18,4,1348,18,2017,16,16.0,11.2
822,3,24,11,15,16,1216,24,2013,15,14.6,14.4
102,1,29,1,1,18,575,33,1993,1,14.8,13.6
341,26,20,1,4,96,157,28,1962,2,6.8,12.4
199,34,39,14,12,113,482,32,1974,12,15.6,14.4
475,131,39,1,2,54,51,25,1955,2,5.8,9.0
817,1,34,1,10,196,1759,31,2021,6,9.8,7.0
1,131,7,23,2,135,208,29,2014,17,1.2,1.6
8,1,11,1,4,82,164,25,2005,1,6.8,8.4
95,3,10,1,1,15,593,38,1992,1,5.6,4.6
846,1,21,1,9,33,1734,20,2020,8,10.8,9.4
854,210,21,11,10,25,251,23,2022,17,15.6,13.0
642,51,14,11,7,29,215,44,1951,3,10.8,14.8
18,1,7,1,4,179,687,30,2010,2,7.8,6.4
373,172,14,5,4,36,54,28,1964,15,9.2,13.0
182,1,70,5,3,9,857,36,1985,13,15.0,4.2
807,10,11,1,10,29,166,24,2012,11,9.2,12.4
21,17,7,1,6,130,121,29,2002,5,13.6,11.6
625,128,6,55,11,0,2,42,1956,6,10.0,5.5
858,3,4,12,19,30,1647,23,2024,20,17.8,15.8
105,6,70,1,12,167,890,27,1984,3,13.4,7.4
222,25,14,1,2,74,723,26,1976,5,7.8,11.2
309,1,40,3,10,6,1272,34,1973,16,11.2,4.8
16,10,4,1,11,56,78,27,2010,7,12.2,13.2
1,1,7,1,1,59,686,25,2010,1,5.6,7.2
848,3,79,1,18,42,1549,26,2022,9,10.4,14.2
63,21,4,5,17,47,132,31,1998,20,15.2,16.8
854,210,4,11,10,27,255,23,2022,14,15.2,14.8
817,9,4,1,3,92,416,26,2016,4,5.8,8.0
84,34,14,11,12,102,107,30,1989,6,17.6,16.4
110,35,36,14,15,75,96,29,1989,13,18.4,19.0
5,205,1,12,19,53,2,28,2010,13,10.2,16.0
224,1,46,1,2,90,1215,28,1975,2,7.0,7.8
815,211,24,7,19,192,74,30,2020,20,6.8,10.0
63,25,9,11,14,85,81,29,1996,7,12.4,14.8
219,27,45,23,19,4,486,38,1981,18,19.75,8.8
63,21,20,12,16,57,152,31,1998,14,18.0,15.0
828,15,18,12,12,33,661,25,2015,16,14.4,11.8
807,210,39,1,14,196,312,36,2023,12,16.0,16.6
71,3,6,1,1,69,487,34,1995,2,4.6,9.6
307,80,9,11,18,12,42,31,1973,9,14.6,17.2
821,15,15,1,10,12,576,22,2013,12,15.2,10.8
223,6,46,14,9,94,1198,35,1974,11,4.8,12.6
199,34,49,11,15,95,436,33,1975,3,8.8,6.0
87,34,8,20,17,53,34,25,1991,18,17.0,20.8
577,105,13,12,7,18,224,30,1955,7,11.8,14.2
207,6,14,1,1,1,954,42,1982,3,20.0,11.8
21,22,1,13,17,140,1,28,2001,13,9.4,14.0
830,9,15,1,4,33,437,18,2016,6,5.6,5.4
848,9,75,11,6,32,597,24,2020,12,10.2,6.8
282,3,47,12,22,1,1091,29,1975,14,28.0,19.4
55,20,70,12,20,5,11,36,2001,10,9.0,11.8
219,4,18,101,1,6,476,37,1980,18,18.0,13.4
139,22,10,20,9,32,408,27,1989,17,14.8,13.4
13,3,13,1,10,243,1321,35,2016,10,16.2,14.4
289,34,51,1,20,36,566,43,1972,10,12.2,14.2
23,3,20,1,4,144,374,24,1999,4,8.4,8.8
187,1,34,11,13,52,1003,34,1980,7,12.0,18.4
356,34,20,37,24,85,659,36,1962,19,10.6,7.8
31,3,13,5,1,91,307,25,2001,16,9.4,6.8
385,6,6,1,5,1,1353,30,1966,2,7.0,9.2
22,17,22,1,12,286,432,21,1993,5,21.0,23.0
65,19,6,12,11,6,149,35,2000,9,11.6,11.0
22,6,2,5,3,124,248,29,2002,14,11.6,5.2
156,50,39,14,22,83,49,27,1984,9,17.4,14.6
3,131,2,1,6,129,161,27,2013,4,16.4,10.0
57,1,8,5,10,73,427,28,1997,19,11.6,9.4
23,3,18,1,3,82,250,26,2002,2,10.4,8.2
102,32,37,3,1,136,298,25,1985,13,11.0,8.2
826,5,14,1,21,12,319,20,2014,11,14.8,11.2
844,6,20,1,4,52,2246,23,2020,7,13.2,9.6
807,10,15,1,11,32,172,25,2012,14,11.4,11.0
55,20,7,1,16,7,15,37,2001,5,8.6,10.4
20,6,10,1,20,230,2203,32,2019,2,5.8,5.6
309,1,46,1,7,15,1296,34,1973,5,7.8,11.6
26,5,9,3,15,8,87,24,2007,19,15.4,17.2
378,195,38,80,18,0,11,26,1968,13,10.0,12.0
358,191,39,80,2,24,15,26,1968,15,11.6,13.0
77,21,30,11,11,204,377,26,1985,5,12.0,8.4
24,9,21,1,15,40,147,24,2005,8,14.2,10.6
57,32,6,6,14,138,74,23,1992,15,13.4,21.4
50,25,25,5,16,61,33,25,1997,14,15.4,15.8
70,32,22,12,17,24,29,28,1994,13,20.6,14.2
14,9,7,1,13,6,46,37,2008,3,13.4,8.8
328,25,39,1,2,9,817,34,1973,1,4.2,4.6
385,66,55,18,21,30,419,27,1963,10,12.8,9.4
163,4,70,11,1,135,491,32,1980,9,10.8,19.6
145,22,6,13,15,16,397,29,1989,8,5.2,7.6
48,18,70,11,20,12,190,26,2000,8,15.6,16.0
814,10,17,1,8,2,113,25,2011,11,10.0,11.0
669,128,9,14,10,13,92,38,1952,11,13.8,15.8
129,45,7,15,15,34,4,31,1990,13,24.0,21.75
289,32,61,6,10,167,844,30,1959,12,12.8,16.4
64,15,22,11,17,32,239,29,1999,11,19.4,13.0
114,33,32,13,22,36,173,26,1988,9,22.0,14.8
8,51,34,11,17,340,335,41,2021,17,12.8,11.4
17,9,18,1,3,197,292,36,2012,4,11.4,9.8
385,6,13,11,5,2,1355,30,1966,3,4.5,6.6
57,32,9,12,25,156,110,22,1991,12,14.8,17.2
231,64,18,1,7,57,58,27,1975,6,6.0,11.0
2,2,15,4,20,13,26,32,2009,19,8.8,8.6
854,210,73,11,20,29,259,23,2022,14,15.6,17.4
403,6,13,1,4,21,1441,35,1962,3,9.6,10.6
223,6,14,4,4,116,1241,33,1972,20,13.2,13.2
20,6,73,1,3,165,2074,28,2016,2,6.2,7.4
14,9,16,1,12,32,98,36,2007,4,13.6,16.0
17,3,17,1,14,67,135,30,2006,8,14.2,14.2
104,18,13,20,22,27,425,22,1993,20,12.2,16.0
423,172,20,11,19,1,50,28,1964,9,12.0,7.4
405,11,14,80,6,5,144,29,1965,20,12.8,14.0
163,27,14,12,23,11,249,41,1989,9,23.0,22.2
110,51,13,98,3,171,74,23,1983,17,16.8,12.6
31,1,9,1,3,18,161,29,2005,1,12.6,8.8
2,15,9,12,16,112,94,26,2003,17,12.4,12.4
838,1,22,11,9,16,1616,25,2017,14,11.4,10.6
830,9,6,1,4,147,665,24,2022,3,4.4,1.8
828,15,22,11,18,51,697,26,2016,15,16.4,16.2
787,151,6,3,14,1,11,43,1950,17,7.0,14.8
456,26,53,51,14,3,154,40,1962,13,17.333333333333332,9.8
90,44,33,15,16,39,0,31,1990,13,12.6,10.0
23,7,3,11,17,17,105,30,2006,14,14.4,13.6
21,17,4,5,17,111,82,30,2003,13,11.2,12.2
8,6,71,1,2,256,2107,37,2017,3,7.8,2.6
345,66,30,25,10,0,154,31,1971,18,10.0,22.2
20,9,1,36,1,44,181,22,2010,17,13.2,7.0
822,131,73,1,2,85,329,27,2017,2,5.4,3.8
68,21,21,32,20,2,97,25,1999,16,7.5,10.0
332,58,47,16,19,3,185,39,1973,14,9.333333333333334,15.4
154,208,6,1,15,69,126,29,2015,12,9.4,13.4
117,4,21,1,4,146,387,28,1983,2,4.0,9.2
102,32,26,1,5,111,248,27,1987,5,3.8,8.2
110,27,9,8,7,146,366,26,1985,14,14.4,15.8
136,57,7,14,19,24,45,24,1980,12,23.4,24.8
152,51,21,5,6,30,101,29,1982,9,16.0,19.0
455,105,13,86,17,9,39,31,1958,17,21.2,13.0
8,208,22,1,7,171,28,32,2012,6,3.8,11.0
102,1,4,1,3,7,552,33,1993,2,7.6,15.0
356,191,38,5,8,27,20,42,1968,20,14.4,12.8
20,9,14,1,9,12,25,22,2009,8,8.6,12.2
55,25,6,1,3,181,263,25,1990,2,12.8,10.4
11,8,5,11,17,15,30,30,2007,18,15.8,16.0
174,32,14,6,17,12,281,28,1986,20,13.6,15.0
830,9,3,29,15,61,493,20,2018,19,4.2,11.0
478,105,20,5,20,7,53,30,1958,20,15.4,13.2
25,22,10,10,7,27,55,26,2000,17,13.8,16.2
335,37,39,3,18,1,382,25,1973,20,25.0,16.0
181,54,7,13,7,30,24,31,1983,9,17.2,17.2
111,31,27,14,26,6,33,31,1994,15,15.8,16.0
95,3,14,10,1,18,599,39,1992,13,1.4,5.6
114,33,9,12,23,40,181,26,1988,13,13.0,13.2
50,29,25,1,7,78,4,24,1996,6,15.6,16.75
239,1,48,5,20,26,1152,31,1977,11,14.2,10.2
1,131,17,1,1,189,316,32,2017,1,1.2,2.0
830,9,7,1,1,170,711,25,2023,1,1.2,5.6
832,4,22,11,13,76,702,24,2018,10,10.6,13.2
232,6,48,15,20,80,1216,30,1973,15,11.2,10.4
182,6,38,1,1,112,1127,27,1976,1,6.4,14.4
852,213,24,1,8,21,77,21,2021,4,14.4,9.4
8,1,21,30,1,73,146,25,2005,16,6.0,5.4
238,32,70,1,13,58,653,31,1975,5,16.0,23.2
826,213,3,1,6,110,30,26,2020,7,12.2,12.4
31,3,19,2,5,35,195,28,2004,11,9.6,15.4
18,1,1,12,16,268,1505,35,2015,11,6.0,7.4
69,18,6,22,16,31,344,24,1995,11,19.6,15.4
23,3,7,2,1,60,192,28,2004,17,9.8,11.2
586,105,6,81,0,2,84,43,1957,20,17.5,8.8
254,3,18,11,17,5,1076,29,1976,9,17.0,13.0
859,215,78,1,17,9,45,22,2024,14,13.4,10.8
84,34,21,69,22,92,87,29,1989,13,14.6,20.4
856,213,70,11,0,9,139,28,2023,17,16.4,15.4
158,21,14,86,13,42,307,29,1987,20,18.2,15.8
57,1,8,11,8,105,490,26,1995,7,18.8,18.4
119,3,29,5,3,31,606,38,1992,17,8.2,11.4
154,210,71,4,8,160,154,33,2019,20,13.4,14.8
1,1,1,1,1,17,34,23,2008,1,7.6,10.6
329,37,46,11,26,13,396,33,1973,10,20.4,12.6
3,131,35,1,4,141,185,28,2013,7,8.4,5.8
163,6,40,1,2,66,873,35,1984,3,12.6,14.4
58,18,26,11,20,23,302,21,1997,15,18.0,16.8
199,34,46,1,1,120,510,32,1974,1,7.8,15.4
178,3,39,1,2,61,1052,32,1979,1,7.0,2.0
2,2,8,11,11,62,124,29,2006,8,9.2,12.0
205,25,40,5,20,4,512,35,1982,18,21.0,9.8
21,4,7,1,2,60,121,33,2006,4,5.4,2.6
347,95,46,12,10,79,70,31,1961,6,11.4,14.4
296,75,40,22,22,1,3,30,1975,13,15.0,15.666666666666666
176,21,70,5,21,56,465,30,1982,13,9.4,14.6
579,105,55,1,4,37,333,42,1953,2,11.0,6.8
14,9,22,1,6,70,174,34,2005,6,15.6,13.6
95,3,4,1,2,35,633,38,1991,1,8.6,9.4
166,25,26,11,15,28,378,32,1987,7,12.6,13.2
577,105,14,6,10,21,246,31,1955,12,8.6,8.2
172,3,34,1,16,169,1094,31,1975,11,16.4,16.8
483,105,65,11,10,11,109,35,1957,6,11.2,8.2
182,66,25,51,13,147,62,23,1973,15,19.4,20.4
223,66,70,1,14,106,95,33,1973,6,10.8,14.4
85,28,25,13,22,2,5,31,1996,10,20.5,18.8
852,213,39,131,14,13,61,21,2021,19,11.2,7.2
306,82,70,11,7,56,46,33,1970,6,11.6,14.6
105,6,26,67,13,125,806,29,1986,16,10.8,6.8
55,15,14,1,13,46,232,35,1999,9,12.8,17.8
513,113,19,1,8,1,8,40,1959,8,6.0,26.8
294,3,49,12,18,0,1085,23,1975,7,10.0,19.2
435,6,14,11,3,11,1504,31,1960,3,16.2,4.8
328,66,13,1,3,92,349,26,1965,2,10.8,3.6
163,27,36,8,18,16,259,39,1988,18,20.0,18.2
346,180,48,86,8,32,54,33,1969,10,6.4,8.6
832,6,69,1,4,180,2381,29,2023,3,7.0,7.8
235,32,6,11,14,29,637,30,1975,8,10.6,9.8
15,205,22,12,19,234,31,36,2010,13,20.2,18.0
170,53,38,5,20,42,15,30,1985,19,16.0,20.0
15,4,20,32,6,114,231,28,2003,18,12.2,7.0
221,27,43,1,4,11,538,34,1979,5,13.4,13.4
27,18,9,13,18,37,20,26,2005,18,12.8,12.4
160,45,38,13,21,87,140,32,1984,9,14.0,14.0
202,25,30,11,14,58,631,25,1978,6,7.6,10.6
99,42,13,38,22,71,73,26,1988,16,27.2,27.2
35,3,18,11,10,117,382,26,1998,7,8.8,9.0
10,17,22,12,17,35,71,22,2004,15,10.8,14.4
815,211,70,1,6,178,42,30,2020,6,8.2,13.6
328,196,20,1,6,66,32,29,1968,1,5.6,5.6
658,113,19,1,3,4,200,31,1951,3,11.25,17.8
547,105,39,20,15,14,229,36,1955,14,10.6,8.6
22,23,18,1,1,15,31,37,2009,8,4.4,6.2
221,25,38,5,10,87,785,29,1974,20,9.6,4.8
95,3,32,1,2,27,617,37,1991,2,13.4,9.4
35,16,22,11,11,115,234,28,1999,9,12.6,13.2
774,154,13,108,13,1,64,43,1950,11,8.0,9.0
44,7,21,11,10,20,221,36,2003,9,15.2,13.4
844,6,24,1,19,148,2438,27,2024,3,3.0,3.4
252,202,20,1,16,29,21,26,1975,4,15.4,16.8
722,6,53,5,19,1,1788,31,1952,20,24.0,6.8
16,10,20,1,7,8,16,26,2009,15,16.8,14.6
14,1,11,1,2,151,336,29,2000,3,2.8,2.0
170,53,20,8,1,37,5,30,1985,16,19.6,19.6
13,6,69,1,11,172,1942,31,2012,4,5.4,4.0
77,6,20,10,4,43,505,36,1995,19,8.4,7.2
341,11,13,5,10,48,124,33,1967,16,8.4,8.8
825,210,73,1,16,145,295,30,2023,13,15.2,12.6
207,32,14,1,1,60,553,38,1978,6,10.0,7.6
3,131,32,1,1,182,267,30,2015,1,8.6,4.8
18,16,14,1,3,82,25,25,2005,8,4.4,8.6
223,3,30,12,22,6,1035,39,1979,9,13.4,13.2
358,167,13,1,2,43,52,24,1966,2,13.0,8.8
77,6,13,10,1,40,499,36,1995,18,9.8,13.2
4,214,78,1,3,314,0,40,2021,3,16.0,10.0
231,1,70,1,1,50,1176,28,1976,4,6.8,9.0
18,16,22,1,9,120,101,23,2003,4,11.8,11.4
26,5,19,12,20,6,83,24,2007,13,16.4,16.2
813,208,2,31,12,78,119,30,2015,16,14.6,14.4
246,63,46,12,25,10,62,29,1977,11,15.4,21.6
131,25,13,44,10,26,245,28,1991,14,11.4,13.2
105,25,7,5,15,194,517,25,1982,15,10.2,12.0
127,37,26,1,11,77,91,25,1988,7,10.6,9.0
855,51,21,11,0,3,370,22,2022,15,10.666666666666666,10.0
814,10,4,11,12,23,155,26,2012,14,8.6,11.0
822,131,3,1,3,158,475,31,2021,3,10.4,5.4
18,16,6,1,2,92,45,24,2004,2,4.4,9.6
20,6,13,1,2,232,2207,32,2019,4,6.0,5.8
119,22,8,12,12,7,279,39,1993,10,13.8,12.0
202,25,43,6,22,59,633,26,1978,18,6.8,7.6
64,21,22,11,16,64,186,27,1997,12,12.6,9.6
341,6,20,6,4,69,1380,31,1965,9,7.0,9.4
182,66,49,27,11,150,71,24,1973,17,15.6,16.4
196,27,37,12,23,6,425,25,1983,10,12.0,16.6
123,21,7,5,18,144,393,26,1984,19,14.6,18.0
826,9,11,1,7,28,389,21,2015,2,8.2,9.2
15,17,2,11,9,172,206,26,2000,12,16.6,15.6
22,17,1,5,8,223,306,23,1996,15,16.2,13.8
815,9,73,31,4,275,772,34,2024,17,9.0,5.2
4,117,80,1,9,378,139,42,2023,9,10.2,10.0
821,15,70,12,17,26,604,22,2014,19,16.0,14.6
830,9,70,1,1,151,673,24,2022,2,2.6,10.0
232,37,34,1,20,43,262,33,1976,9,20.4,13.8
203,6,16,3,20,67,1110,27,1977,19,10.8,8.8
822,131,34,1,2,126,411,29,2019,2,2.4,2.0
9,2,5,1,10,6,13,24,2009,7,15.6,11.4
22,24,1,5,11,206,64,24,1997,11,14.8,14.6
609,131,6,5,10,4,47,35,1955,17,12.75,13.8
57,1,4,8,2,4,289,32,2001,9,12.25,6.8
98,30,20,17,24,1,27,32,1995,15,20.0,19.8
20,6,1,1,3,199,2142,30,2018,1,5.8,2.8
844,15,18,1,7,19,786,21,2018,7,11.2,12.2
4,4,21,1,2,73,146,23,2005,1,1.6,7.2
832,6,78,1,5,119,2259,27,2021,7,5.4,13.8
2,20,21,9,22,154,38,22,2000,19,10.8,16.2
50,21,18,4,17,18,28,29,2001,17,11.6,13.8
223,58,46,13,17,33,74,39,1978,14,18.2,22.2
